origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,duration,placement_status
5,4,Dublin,Technological University Dublin,Biotechnology,1,2022,1,Job Opportunities,2025,Ireland,Amazon,1.6446400242893822,1.4936293920331336,4,1,4,0.0,1.214516984136964,1
6,3,Bangalore,IISc Bangalore,Economics,5,2022,1,Quality of Life,2024,India,Intel,1.0673057257810876,1.6794099687964823,5,2,2,0.27911214451162186,-0.008315259255065975,1
0,7,Abu Dhabi,Zayed University,Civil Engineering,6,2019,0,Quality of Life,2021,None,None,-0.8785035087145754,-0.5035118081728652,2,4,0,0.6623905439127489,-0.008315259255065975,0
4,8,London,UCL,Law,7,2019,1,Scholarship,2020,None,None,-0.8785035087145754,1.5168519641285516,0,2,0,0.08747294481105837,-1.2311475026470962,0
0,2,Stuttgart,University of Stuttgart,Electrical Engineering,6,2022,1,Scholarship,2023,Germany,IBM,1.9617114925776904,1.4704068199377145,3,2,2,1.1414885431641564,-1.2311475026470962,1
0,2,Munich,Technical University of Munich,Civil Engineering,6,2023,0,Political Stability,2026,None,None,-0.8785035087145754,-1.641417840848375,1,2,4,0.0,1.214516984136964,0
1,2,Berlin,Humboldt University,Political Science,2,2022,0,Higher Ranking,2025,None,None,-0.8785035087145754,1.0988456664110178,0,4,4,0.0,1.214516984136964,0
5,8,Birmingham,University of Birmingham,Economics,7,2023,0,Higher Ranking,2025,UK,Microsoft,0.7108172260805699,-0.5731795244591205,2,1,1,-0.48744465429063133,-0.008315259255065975,1
7,0,Edmonton,University of Alberta,Law,6,2021,0,Higher Ranking,2022,None,None,-0.8785035087145754,0.7737296570751574,5,2,0,1.6205865424155648,-1.2311475026470962,0
8,2,Munich,LMU Munich,Computer Science,5,2020,0,Job Opportunities,2022,Germany,McKinsey,1.3514475079971648,1.5400745362239707,4,1,1,-0.9665426535420397,-0.008315259255065975,1
8,7,Sharjah,American University of Sharjah,Biotechnology,3,2023,0,Quality of Life,2025,None,None,-0.8785035087145754,-0.7125149570316321,4,2,3,1.5247669425652834,-0.008315259255065975,0
0,6,Cape Town,University of Cape Town,Design,3,2019,0,Scholarship,2022,None,None,-0.8785035087145754,0.4021685035484598,3,0,4,0.0,1.214516984136964,0
6,7,Dubai,Heriot-Watt Dubai,Business Administration,1,2021,1,Higher Ranking,2022,UAE,McKinsey,1.4871296456396927,-0.8054052454133065,2,4,2,0.6623905439127489,-1.2311475026470962,1
3,5,Moscow,Higher School of Economics,Electrical Engineering,1,2020,1,Higher Ranking,2021,Russia,Facebook,0.29424683807940066,1.7026325408919005,4,0,3,0.9498493434635937,-1.2311475026470962,1
8,7,Abu Dhabi,Khalifa University,Medicine,2,2022,1,Higher Ranking,2023,UAE,McKinsey,0.5052334494404018,1.2846262431743656,5,2,4,0.0,-1.2311475026470962,1
0,1,Tampere,Tampere University,Psychology,3,2019,1,Quality of Life,2021,Finland,IBM,1.1809427202926248,-0.29450865931409725,2,0,2,0.8540297436133124,-0.008315259255065975,1
6,9,San Francisco,Stanford University,Economics,3,2023,0,Political Stability,2024,USA,Amazon,0.15424637633518493,1.2149585268881102,4,1,4,0.0,-1.2311475026470962,1
7,8,Cambridge,University of Cambridge,Computer Science,7,2021,0,Political Stability,2022,UK,Google,-0.1662560891846013,-1.385969547798771,2,2,2,1.3331277428647208,-1.2311475026470962,1
3,7,Abu Dhabi,Khalifa University,Mechanical Engineering,2,2022,1,Job Opportunities,2025,UAE,Google,0.11268004205957835,-0.5731795244591205,0,3,4,0.0,1.214516984136964,1
3,6,Durban,University of KwaZulu-Natal,Medicine,7,2019,0,Scholarship,2021,None,None,-0.8785035087145754,0.10027506630801845,0,3,0,-1.445640652793448,-0.008315259255065975,0
2,8,London,King's College London,Economics,7,2022,1,Job Opportunities,2025,None,None,-0.8785035087145754,-1.5485275524667008,3,4,1,-1.5414602526437293,1.214516984136964,0
2,8,London,King's College London,Mechanical Engineering,0,2021,0,Scholarship,2024,None,None,-0.8785035087145754,0.28605564307136727,1,2,3,-1.3498210529431667,1.214516984136964,0
4,7,Dubai,Manipal Academy Dubai,Mechanical Engineering,1,2020,0,Political Stability,2021,UAE,Apple,-0.13389823598428327,-0.38739894769577166,2,0,3,1.1414885431641564,-1.2311475026470962,1
6,1,Joensuu,University of Eastern Finland,Psychology,2,2021,1,Quality of Life,2024,None,None,-0.8785035087145754,0.4253910756438789,3,4,0,1.9080453419664105,1.214516984136964,0
5,0,Edmonton,University of Alberta,Political Science,4,2021,0,Job Opportunities,2023,Canada,Apple,0.6166225492140742,-0.10872808255074845,0,3,1,-0.2958054545900678,-0.008315259255065975,1
4,6,Pretoria,University of Pretoria,Computer Science,3,2019,0,Job Opportunities,2021,South Africa,Amazon,0.19859300147078227,-0.5964020965545386,5,2,4,0.0,-0.008315259255065975,1
8,2,Heidelberg,Heidelberg University,Architecture,4,2023,1,Scholarship,2025,Germany,Apple,1.421388583744592,-0.20161837093242285,0,4,0,-0.9665426535420397,-0.008315259255065975,1
9,2,Berlin,Humboldt University,Civil Engineering,7,2023,0,Job Opportunities,2025,Germany,Deloitte,1.249700693546439,-0.3641763756003536,1,1,3,-0.19998585473978647,-0.008315259255065975,1
1,7,Abu Dhabi,Khalifa University,Data Science,5,2022,0,Political Stability,2024,UAE,Microsoft,1.7678207122493985,-1.6878629850392124,0,4,4,0.0,-0.008315259255065975,1
8,0,Edmonton,University of Alberta,Economics,0,2019,1,Job Opportunities,2021,None,None,-0.8785035087145754,-0.17839579883700477,1,0,0,-1.6372798524940115,-0.008315259255065975,0
9,5,Kazan,Kazan Federal University,Business Administration,0,2021,0,Job Opportunities,2023,None,None,-0.8785035087145754,1.7258551129873196,0,3,3,0.5665709440624668,-0.008315259255065975,0
2,5,Moscow,Higher School of Economics,Finance,3,2020,1,Political Stability,2023,None,None,-0.8785035087145754,-0.8750729616995618,2,4,4,0.0,1.214516984136964,0
5,4,Dublin,University College Dublin,Computer Science,6,2019,0,Scholarship,2022,Ireland,Goldman Sachs,0.36541045307022807,-0.24806351512326005,0,0,4,0.0,1.214516984136964,1
7,2,Aachen,RWTH Aachen,Civil Engineering,6,2021,0,Scholarship,2023,Germany,IBM,1.5219522957017046,0.6343942245026458,4,4,4,0.0,-0.008315259255065975,1
8,4,Galway,National University of Ireland Galway,Civil Engineering,7,2022,1,Political Stability,2023,None,None,-0.8785035087145754,1.331071387365203,4,4,0,-1.828919052194575,-1.2311475026470962,0
0,5,Moscow,Moscow Institute of Physics and Technology,Civil Engineering,7,2021,1,Political Stability,2022,None,None,-0.8785035087145754,0.8666199454568319,2,0,4,0.0,-1.2311475026470962,0
5,0,Ottawa,University of Ottawa,Biotechnology,0,2023,1,Political Stability,2024,None,None,-0.8785035087145754,-0.48028923607744606,1,2,2,-1.5414602526437293,-1.2311475026470962,0
8,3,Delhi,Delhi University,Civil Engineering,5,2020,1,Quality of Life,2021,None,None,-0.8785035087145754,1.0524005222201807,5,2,0,-1.3498210529431667,-1.2311475026470962,0
9,8,London,King's College London,Business Administration,2,2022,1,Higher Ranking,2025,UK,Google,0.5009939988382882,-1.3163018315125148,3,1,2,-0.1041662548895043,1.214516984136964,1
4,3,Delhi,JNU Delhi,Finance,1,2019,1,Higher Ranking,2021,India,Apple,1.1826385005334703,-1.4556372640850264,5,2,2,1.2373081430144395,-0.008315259255065975,1
6,9,Boston,MIT,Finance,2,2023,1,Quality of Life,2026,None,None,-0.8785035087145754,1.6794099687964823,3,2,2,1.8122257421161292,1.214516984136964,0
1,4,Dublin,Dublin City University,Civil Engineering,4,2023,1,Scholarship,2025,Ireland,Tesla,0.5140869997676064,-1.153743826844585,0,3,0,1.5247669425652834,-0.008315259255065975,1
2,6,Grahamstown,Rhodes University,Psychology,0,2022,0,Higher Ranking,2023,None,None,-0.8785035087145754,0.35572335935762256,3,1,0,1.8122257421161292,-1.2311475026470962,0
6,8,Oxford,University of Oxford,Mechanical Engineering,4,2021,0,Scholarship,2024,None,None,-0.8785035087145754,-1.0840761105583296,1,2,1,1.8122257421161292,1.214516984136964,0
7,5,Moscow,Moscow Institute of Physics and Technology,Data Science,6,2019,1,Higher Ranking,2022,Russia,Amazon,1.1132692576579561,-0.7821826733178874,5,4,4,0.0,1.214516984136964,1
1,5,Moscow,Bauman Moscow State Technical University,Electrical Engineering,7,2022,0,Political Stability,2024,None,None,-0.8785035087145754,0.8433973733614127,5,3,0,-1.1581818532426031,-0.008315259255065975,0
8,7,Abu Dhabi,Zayed University,Psychology,7,2021,1,Political Stability,2024,UAE,Facebook,-0.055083891534757894,0.07705249421259934,4,0,4,0.0,1.214516984136964,1
2,9,New York,Columbia University,Design,2,2022,1,Political Stability,2023,USA,Google,1.043367618660316,-0.898295533794981,2,1,4,0.0,-1.2311475026470962,1
6,4,Galway,National University of Ireland Galway,Computer Science,2,2021,1,Political Stability,2022,None,None,-0.8785035087145754,0.4021685035484598,2,1,2,-0.39162505444035,-1.2311475026470962,0
7,2,Aachen,RWTH Aachen,Medicine,1,2019,0,Higher Ranking,2020,Germany,SAP,1.5923468940716836,0.4021685035484598,3,2,4,0.0,-1.2311475026470962,1
4,2,Munich,Technical University of Munich,Electrical Engineering,2,2021,1,Political Stability,2024,Germany,IBM,0.1851647881682737,-0.29450865931409725,0,4,4,0.0,1.214516984136964,1
3,8,Oxford,University of Oxford,Business Administration,7,2023,0,Quality of Life,2025,UK,IBM,1.5862736346044697,-0.8054052454133065,2,3,0,-0.39162505444035,-0.008315259255065975,1
9,4,Cork,University College Cork,Mechanical Engineering,1,2019,0,Higher Ranking,2022,None,None,-0.8785035087145754,-0.5499569523637023,2,1,4,0.0,1.214516984136964,0
5,7,Dubai,Manipal Academy Dubai,Finance,6,2019,0,Higher Ranking,2020,None,None,-0.8785035087145754,0.6111716524072267,1,0,2,-0.8707230536917584,-1.2311475026470962,0
1,0,London,Western University,Law,6,2021,1,Scholarship,2024,Canada,Apple,0.6939777339214769,1.586519680414808,0,4,4,0.0,1.214516984136964,1
1,3,Pilani,BITS Pilani,Design,0,2020,0,Quality of Life,2022,India,Siemens,0.4273655869857669,-0.898295533794981,1,1,0,-1.7330994523442929,-0.008315259255065975,1
9,0,Vancouver,University of British Columbia,Design,3,2021,0,Job Opportunities,2022,None,None,-0.8785035087145754,-0.15517322674158565,0,4,2,-0.2958054545900678,-1.2311475026470962,0
8,3,Delhi,Delhi University,Design,3,2020,1,Scholarship,2021,None,None,-0.8785035087145754,0.9827328059339243,2,0,3,1.4289473427150021,-1.2311475026470962,0
3,1,Helsinki,University of Helsinki,Architecture,0,2022,1,Scholarship,2024,None,None,-0.8785035087145754,0.7272845128843202,0,3,3,-1.2540014530928845,-0.008315259255065975,0
2,8,Birmingham,University of Birmingham,Finance,7,2019,0,Quality of Life,2022,UK,Siemens,0.5945576877081902,-0.457066663982028,2,4,1,1.5247669425652834,1.214516984136964,1
4,9,Los Angeles,UCLA,Mechanical Engineering,0,2021,0,Quality of Life,2024,USA,Intel,0.16237034679132814,1.0059553780293433,5,0,2,-0.9665426535420397,1.214516984136964,1
3,8,Manchester,University of Manchester,Economics,2,2021,1,Scholarship,2022,None,None,-0.8785035087145754,-1.0840761105583296,4,2,3,-0.39162505444035,-1.2311475026470962,0
6,4,Dublin,Dublin City University,Civil Engineering,3,2022,0,Political Stability,2023,None,None,-0.8785035087145754,-1.0144083942720734,2,3,1,-1.1581818532426031,-1.2311475026470962,0
9,1,Turku,University of Turku,Medicine,0,2022,1,Job Opportunities,2023,Finland,McKinsey,0.7330398345856024,-1.5253049803712826,3,1,0,1.6205865424155648,-1.2311475026470962,1
9,4,Galway,National University of Ireland Galway,Electrical Engineering,1,2020,0,Scholarship,2022,Ireland,Tesla,0.9454461689389393,0.5182813640255532,2,3,1,1.7164061422658479,-0.008315259255065975,1
6,9,New York,Columbia University,Architecture,2,2023,1,Job Opportunities,2025,None,None,-0.8785035087145754,-1.130521254749167,5,1,1,0.3749317443619041,-0.008315259255065975,0
5,4,Cork,University College Cork,Data Science,5,2019,0,Job Opportunities,2022,None,None,-0.8785035087145754,-1.0608535384629105,3,1,2,-0.7749034538414762,1.214516984136964,0
6,2,Berlin,TU Berlin,Mechanical Engineering,7,2022,1,Quality of Life,2024,Germany,Apple,1.5684482237006991,-1.409192119894189,5,1,1,-0.7749034538414762,-0.008315259255065975,1
2,5,Moscow,Bauman Moscow State Technical University,Business Administration,4,2023,1,Scholarship,2026,Russia,McKinsey,-0.09493472719462549,-0.8286278175087246,2,1,3,0.18329254466134054,1.214516984136964,1
8,7,Dubai,Heriot-Watt Dubai,Biotechnology,5,2023,0,Scholarship,2026,None,None,-0.8785035087145754,-1.57175012456212,2,0,2,1.6205865424155648,1.214516984136964,0
9,2,Heidelberg,Heidelberg University,Design,7,2022,1,Higher Ranking,2024,None,None,-0.8785035087145754,-0.38739894769577166,0,4,1,-1.2540014530928845,-0.008315259255065975,0
5,7,Dubai,University of Dubai,Economics,6,2020,0,Higher Ranking,2021,UAE,Siemens,1.470585929104003,0.5182813640255532,4,4,2,-1.9247386520448564,-1.2311475026470962,1
2,7,Abu Dhabi,Zayed University,Psychology,3,2021,0,Higher Ranking,2022,None,None,-0.8785035087145754,-0.17839579883700477,4,0,3,1.7164061422658479,-1.2311475026470962,0
3,9,San Francisco,UC Berkeley,Mechanical Engineering,1,2021,0,Quality of Life,2022,None,None,-0.8785035087145754,-1.4324146919896081,5,2,0,1.2373081430144395,-1.2311475026470962,0
4,0,Ottawa,University of Ottawa,Law,3,2023,0,Political Stability,2025,None,None,-0.8785035087145754,0.9595102338385062,1,3,1,1.5247669425652834,-0.008315259255065975,0
2,1,Espoo,Aalto University,Business Administration,7,2023,0,Quality of Life,2024,None,None,-0.8785035087145754,1.1685133826972731,2,0,3,1.2373081430144395,-1.2311475026470962,0
2,6,Johannesburg,University of Johannesburg,Mechanical Engineering,0,2021,0,Higher Ranking,2024,None,None,-0.8785035087145754,-0.5035118081728652,2,1,3,-1.9247386520448564,1.214516984136964,0
4,2,Berlin,Humboldt University,Medicine,3,2023,0,Quality of Life,2024,Germany,Deloitte,1.9946017419001345,-1.6878629850392124,4,0,3,-0.48744465429063133,-1.2311475026470962,1
8,0,Edmonton,University of Alberta,Psychology,6,2022,0,Higher Ranking,2024,None,None,-0.8785035087145754,1.1917359547926911,5,0,4,0.0,-0.008315259255065975,0
3,7,Dubai,Heriot-Watt Dubai,Computer Science,2,2019,0,Higher Ranking,2020,None,None,-0.8785035087145754,0.05382992211718125,4,1,2,1.1414885431641564,-1.2311475026470962,0
9,6,Grahamstown,Rhodes University,Political Science,6,2022,1,Scholarship,2025,None,None,-0.8785035087145754,-0.15517322674158565,3,3,1,0.18329254466134054,1.214516984136964,0
9,3,Tiruchirappalli,NIT Trichy,Political Science,3,2022,0,Scholarship,2024,None,None,-0.8785035087145754,-0.10872808255074845,5,3,4,0.0,-0.008315259255065975,0
0,3,Mumbai,IIT Bombay,Medicine,1,2021,0,Scholarship,2022,India,IBM,1.8862295534851754,0.10027506630801845,2,1,2,-0.008346655039222967,-1.2311475026470962,1
1,7,Dubai,Manipal Academy Dubai,Data Science,3,2022,1,Job Opportunities,2024,UAE,Goldman Sachs,0.9052009657812006,0.9595102338385062,4,3,0,0.18329254466134054,-0.008315259255065975,1
9,2,Heidelberg,Heidelberg University,Mechanical Engineering,3,2023,0,Political Stability,2025,None,None,-0.8785035087145754,-1.130521254749167,1,0,4,0.0,-0.008315259255065975,0
7,6,Durban,University of KwaZulu-Natal,Civil Engineering,0,2019,0,Political Stability,2020,South Africa,Amazon,1.5933525311912546,1.1917359547926911,2,0,0,-0.1041662548895043,-1.2311475026470962,1
3,9,Boston,MIT,Computer Science,2,2019,1,Quality of Life,2021,None,None,-0.8785035087145754,-0.7357375291270501,0,4,4,0.0,-0.008315259255065975,0
4,8,Cambridge,University of Cambridge,Law,5,2023,1,Quality of Life,2026,None,None,-0.8785035087145754,1.6794099687964823,5,1,2,0.4707513442121854,1.214516984136964,0
5,9,Chicago,University of Chicago,Medicine,0,2021,0,Quality of Life,2024,None,None,-0.8785035087145754,-1.2930792594170966,1,3,2,0.27911214451162186,1.214516984136964,0
5,7,Dubai,Manipal Academy Dubai,Finance,7,2019,1,Quality of Life,2022,UAE,Tesla,0.4634699314158597,-1.4788598361804455,4,4,1,-0.39162505444035,1.214516984136964,1
6,1,Joensuu,University of Eastern Finland,Business Administration,7,2022,1,Higher Ranking,2025,Finland,Amazon,1.9037591887655425,-0.5499569523637023,3,1,4,0.0,1.214516984136964,1
1,5,Moscow,Bauman Moscow State Technical University,Biotechnology,3,2022,0,Quality of Life,2024,Russia,SAP,1.2401767184728536,-0.6196246686499577,1,0,1,1.7164061422658479,-0.008315259255065975,1
0,4,Dublin,University College Dublin,Finance,0,2022,0,Quality of Life,2025,None,None,-0.8785035087145754,0.8433973733614127,2,0,1,0.4707513442121854,1.214516984136964,0
2,3,Bangalore,IISc Bangalore,Architecture,7,2019,1,Quality of Life,2020,None,None,-0.8785035087145754,0.030607350021762136,4,1,0,1.8122257421161292,-1.2311475026470962,0
9,8,Cambridge,University of Cambridge,Design,0,2022,1,Political Stability,2023,UK,SAP,1.88153658026051,1.4936293920331336,3,2,4,0.0,-1.2311475026470962,1
7,9,Chicago,University of Chicago,Psychology,2,2019,0,Job Opportunities,2021,USA,Intel,0.9263193452921943,-0.5731795244591205,2,2,4,0.0,-0.008315259255065975,1
2,5,Moscow,Moscow Institute of Physics and Technology,Political Science,1,2023,1,Political Stability,2025,None,None,-0.8785035087145754,0.35572335935762256,4,1,4,0.0,-0.008315259255065975,0
2,3,Chennai,IIT Madras,Economics,0,2023,1,Higher Ranking,2025,None,None,-0.8785035087145754,1.4936293920331336,5,4,3,-0.48744465429063133,-0.008315259255065975,0
3,8,London,King's College London,Mechanical Engineering,5,2022,0,Quality of Life,2023,UK,McKinsey,0.17639011134064328,1.7490776850827376,3,3,4,0.0,-1.2311475026470962,1
4,7,Sharjah,American University of Sharjah,Finance,3,2021,1,Quality of Life,2023,None,None,-0.8785035087145754,1.1917359547926911,1,4,2,1.7164061422658479,-0.008315259255065975,0
8,0,Ottawa,University of Ottawa,Psychology,5,2023,0,Job Opportunities,2024,Canada,Microsoft,0.8384345483916352,-0.01583779416907404,0,1,3,0.4707513442121854,-1.2311475026470962,1
6,8,London,Imperial College London,Electrical Engineering,1,2019,0,Job Opportunities,2022,None,None,-0.8785035087145754,-0.48028923607744606,1,1,0,0.8540297436133124,1.214516984136964,0
6,0,Montreal,McGill University,Business Administration,5,2019,0,Quality of Life,2022,Canada,SAP,0.4399261917929592,-0.01583779416907404,4,1,3,-1.5414602526437293,1.214516984136964,1
0,2,Stuttgart,University of Stuttgart,Electrical Engineering,2,2022,0,Scholarship,2024,Germany,Amazon,-0.1356334529749158,0.4718362198347161,1,3,4,0.0,-0.008315259255065975,1
0,5,Saint Petersburg,Saint Petersburg State University,Business Administration,5,2020,1,Political Stability,2021,None,None,-0.8785035087145754,1.2381810989835285,4,2,2,1.1414885431641564,-1.2311475026470962,0
0,5,Moscow,Moscow Institute of Physics and Technology,Architecture,1,2021,1,Job Opportunities,2023,Russia,IBM,1.542735462839508,-0.8750729616995618,0,1,1,1.4289473427150021,-0.008315259255065975,1
6,3,Bangalore,IISc Bangalore,Civil Engineering,6,2021,1,Job Opportunities,2023,India,Microsoft,2.0591005461769414,-0.5964020965545386,4,2,4,0.0,-0.008315259255065975,1
4,7,Abu Dhabi,Zayed University,Biotechnology,4,2020,1,Job Opportunities,2023,UAE,McKinsey,0.2498607761940162,-1.385969547798771,0,1,3,1.1414885431641564,1.214516984136964,1
7,3,Tiruchirappalli,NIT Trichy,Medicine,5,2022,1,Job Opportunities,2025,India,Apple,1.0153280895616859,-1.641417840848375,0,3,1,-0.2958054545900678,1.214516984136964,1
7,3,Bangalore,IISc Bangalore,Design,2,2023,0,Political Stability,2025,India,Amazon,-0.11922776506348096,-0.6196246686499577,5,3,4,0.0,-0.008315259255065975,1
5,7,Dubai,Middlesex University Dubai,Data Science,1,2023,0,Scholarship,2026,None,None,-0.8785035087145754,-1.385969547798771,1,2,3,0.3749317443619041,1.214516984136964,0
9,4,Dublin,Dublin City University,Finance,6,2022,1,Job Opportunities,2023,Ireland,SAP,1.1479538790957133,-1.4788598361804455,1,4,0,1.9080453419664105,-1.2311475026470962,1
3,0,Montreal,McGill University,Law,3,2023,1,Quality of Life,2026,Canada,Google,0.5889182324886344,-1.4556372640850264,5,4,2,-1.7330994523442929,1.214516984136964,1
9,8,London,Imperial College London,Economics,1,2022,0,Political Stability,2025,None,None,-0.8785035087145754,-0.29450865931409725,2,0,4,0.0,1.214516984136964,0
3,5,Moscow,Lomonosov Moscow State University,Architecture,3,2021,0,Higher Ranking,2024,None,None,-0.8785035087145754,0.7505070849797383,5,4,1,1.9080453419664105,1.214516984136964,0
4,0,Edmonton,University of Alberta,Data Science,5,2019,1,Higher Ranking,2022,None,None,-0.8785035087145754,-0.5499569523637023,1,2,1,1.7164061422658479,1.214516984136964,0
5,0,London,Western University,Computer Science,3,2023,1,Quality of Life,2026,Canada,Siemens,0.3002017872972532,-1.594972696657538,5,1,4,0.0,1.214516984136964,1
9,0,Toronto,University of Toronto,Law,2,2022,0,Higher Ranking,2023,None,None,-0.8785035087145754,1.7258551129873196,1,2,3,-1.828919052194575,-1.2311475026470962,0
2,3,Bangalore,IISc Bangalore,Data Science,7,2023,0,Scholarship,2025,India,Amazon,1.798798279207168,1.6561873967010632,0,4,4,0.0,-0.008315259255065975,1
6,2,Berlin,Humboldt University,Electrical Engineering,3,2020,0,Quality of Life,2021,None,None,-0.8785035087145754,0.4253910756438789,3,0,0,1.8122257421161292,-1.2311475026470962,0
0,8,Birmingham,University of Birmingham,Design,7,2020,0,Political Stability,2023,None,None,-0.8785035087145754,-0.10872808255074845,5,0,4,0.0,1.214516984136964,0
9,8,Edinburgh,University of Edinburgh,Political Science,5,2019,0,Job Opportunities,2021,None,None,-0.8785035087145754,-0.6428472407453758,4,3,3,-0.7749034538414762,-0.008315259255065975,0
9,8,Cambridge,University of Cambridge,Electrical Engineering,5,2022,1,Scholarship,2023,UK,SAP,0.5020785094574336,0.4253910756438789,1,4,1,0.08747294481105837,-1.2311475026470962,1
4,3,Pilani,BITS Pilani,Finance,3,2022,0,Political Stability,2024,India,Apple,0.9281728725321882,-1.2234115431308403,1,3,2,-1.445640652793448,-0.008315259255065975,1
2,3,Bangalore,IISc Bangalore,Finance,1,2022,1,Scholarship,2025,None,None,-0.8785035087145754,-1.0608535384629105,2,2,0,-1.5414602526437293,1.214516984136964,0
4,6,Cape Town,University of Cape Town,Political Science,7,2019,0,Job Opportunities,2022,None,None,-0.8785035087145754,0.8201748012659946,4,4,1,-1.1581818532426031,1.214516984136964,0
0,8,Birmingham,University of Birmingham,Psychology,0,2019,0,Scholarship,2021,None,None,-0.8785035087145754,-1.2930792594170966,1,1,2,-0.1041662548895043,-0.008315259255065975,0
2,3,Pilani,BITS Pilani,Data Science,4,2021,1,Political Stability,2022,None,None,-0.8785035087145754,-1.1072986826537479,0,4,2,1.4289473427150021,-1.2311475026470962,0
7,5,Novosibirsk,Novosibirsk State University,Psychology,7,2020,1,Quality of Life,2021,None,None,-0.8785035087145754,-0.31773123140951637,3,3,0,1.7164061422658479,-1.2311475026470962,0
4,1,Helsinki,University of Helsinki,Business Administration,7,2021,0,Quality of Life,2022,None,None,-0.8785035087145754,-0.9911858221766553,1,4,0,-0.008346655039222967,-1.2311475026470962,0
4,8,London,King's College London,Architecture,0,2019,0,Job Opportunities,2022,UK,Intel,0.4564304715788618,0.35572335935762256,3,1,3,0.18329254466134054,1.214516984136964,1
3,1,Tampere,Tampere University,Psychology,1,2023,0,Higher Ranking,2026,None,None,-0.8785035087145754,-0.689292384936213,0,3,3,1.1414885431641564,1.214516984136964,0
2,1,Espoo,Aalto University,Data Science,6,2020,1,Scholarship,2023,Finland,Apple,1.9476128545288012,-0.2712860872186792,0,4,3,0.3749317443619041,1.214516984136964,1
6,3,Mumbai,IIT Bombay,Computer Science,2,2019,0,Scholarship,2020,None,None,-0.8785035087145754,-0.01583779416907404,2,0,1,-1.2540014530928845,-1.2311475026470962,0
0,7,Sharjah,American University of Sharjah,Finance,7,2021,0,Political Stability,2023,UAE,Microsoft,0.5076390911774151,0.3789459314530417,0,4,0,-0.1041662548895043,-0.008315259255065975,1
8,4,Galway,National University of Ireland Galway,Design,0,2020,1,Higher Ranking,2021,None,None,-0.8785035087145754,-1.2698566873216774,2,4,0,1.2373081430144395,-1.2311475026470962,0
1,0,Edmonton,University of Alberta,Economics,6,2022,1,Scholarship,2023,None,None,-0.8785035087145754,0.07705249421259934,5,4,0,1.6205865424155648,-1.2311475026470962,0
8,2,Heidelberg,Heidelberg University,Economics,3,2022,1,Scholarship,2025,Germany,Intel,1.4254505689726635,0.5647265082163905,3,3,2,-1.3498210529431667,1.214516984136964,1
4,9,Boston,Harvard University,Architecture,6,2019,1,Political Stability,2020,USA,Tesla,0.22312265983836035,0.007384777926344049,1,1,1,1.8122257421161292,-1.2311475026470962,1
0,8,Cambridge,University of Cambridge,Mechanical Engineering,4,2019,1,Job Opportunities,2020,None,None,-0.8785035087145754,0.7737296570751574,2,2,1,-0.1041662548895043,-1.2311475026470962,0
4,1,Turku,University of Turku,Medicine,6,2023,1,Political Stability,2025,Finland,Amazon,0.5617857486351076,0.3092782151667854,4,1,0,-0.1041662548895043,-0.008315259255065975,1
0,4,Dublin,University College Dublin,Economics,0,2023,1,Political Stability,2026,None,None,-0.8785035087145754,0.007384777926344049,0,4,4,0.0,1.214516984136964,0
9,4,Maynooth,Maynooth University,Political Science,2,2021,0,Scholarship,2023,None,None,-0.8785035087145754,-1.3163018315125148,4,3,1,-0.5832642541409127,-0.008315259255065975,0
2,0,Vancouver,University of British Columbia,Business Administration,2,2022,0,Political Stability,2025,Canada,Amazon,1.09824385598907,-0.5267343802682832,2,4,0,1.9080453419664105,1.214516984136964,1
3,0,Kingston,Queen's University,Architecture,4,2023,1,Quality of Life,2025,None,None,-0.8785035087145754,-1.4324146919896081,5,1,1,-1.062362253392321,-0.008315259255065975,0
2,9,Boston,MIT,Law,2,2022,0,Job Opportunities,2023,None,None,-0.8785035087145754,1.5400745362239707,2,1,0,-0.008346655039222967,-1.2311475026470962,0
2,6,Pretoria,University of Pretoria,Political Science,7,2019,0,Job Opportunities,2021,South Africa,Intel,0.6360057117344354,-0.8286278175087246,5,3,2,1.9080453419664105,-0.008315259255065975,1
7,8,Edinburgh,University of Edinburgh,Computer Science,3,2023,1,Scholarship,2025,None,None,-0.8785035087145754,-0.7125149570316321,1,3,3,-1.1581818532426031,-0.008315259255065975,0
0,6,Stellenbosch,Stellenbosch University,Civil Engineering,7,2021,0,Quality of Life,2024,South Africa,IBM,1.3556869585992783,-1.5485275524667008,5,4,3,1.5247669425652834,1.214516984136964,1
2,0,Kingston,Queen's University,Mechanical Engineering,0,2023,1,Higher Ranking,2026,None,None,-0.8785035087145754,-0.9679632500812362,3,3,3,-0.008346655039222967,1.214516984136964,0
0,1,Turku,Ã…bo Akademi University,Medicine,2,2023,1,Higher Ranking,2025,None,None,-0.8785035087145754,1.0756230943155987,3,1,3,-1.828919052194575,-0.008315259255065975,0
1,0,Kingston,Queen's University,Mechanical Engineering,3,2023,1,Scholarship,2026,Canada,Facebook,2.067816067879891,1.4936293920331336,0,0,4,0.0,1.214516984136964,1
6,0,London,Western University,Civil Engineering,1,2021,0,Political Stability,2022,Canada,Facebook,0.1662154298955707,-1.618195268752957,4,2,4,0.0,-1.2311475026470962,1
